,Games name,Platforms,Multiplatform,Reviewers,Unnamed: 3,Positive percent,Comment,Released,Day_since_release,Price,Discount,On_sale,Discounted price,Type,URL,All_tags
3437,Wildlife Park,"Win, Mac",1,80.0,0,0,,"1 Apr, 2015",3102,"6,99€",100.0,1,0,Simulation,https://store.steampowered.com/app/311840/Wildlife_Park/?snr=1_7_7_240_150_36,"Simulation, Strategy, Casual"
3438,War of the Human Tanks - ALTeR,Win,0,76.0,76,94,Very Positive,"13 Feb, 2015",3149,"12,79€",0.0,0,"12,79€",Wargame,https://store.steampowered.com/app/301920/War_of_the_Human_Tanks__ALTeR/?snr=1_7_7_240_150_36,"Wargame, Combat, Strategy"
3439,后发制人,Win,0,457.0,457,96,Very Positive,"9 Aug, 2023",50,0,100.0,1,0,Racing,https://store.steampowered.com/app/2482450/_/?snr=1_7_7_240_150_36,"Racing, Card Battler, Turn-Based Tactics"
3440,Anno 1800 - Seat of Power,Win,0,12.0,0,0,,"24 Mar, 2020",1283,"9,99€",0.0,0,"9,99€",Strategy,https://store.steampowered.com/app/1247680/Anno_1800__Seat_of_Power/?snr=1_7_7_240_150_36,"Strategy, Simulation"
3441,Warhammer Underworlds - Shadespire Edition,Win,0,1014.0,1014,71,Mostly Positive,"21 Apr, 2020",1255,"28,99€",0.0,0,"28,99€",Turn-Based Tactics,https://store.steampowered.com/app/1022310/Warhammer_Underworlds__Shadespire_Edition/?snr=1_7_7_240_150_36,"Turn-Based Tactics, Card Battler, Casual"
3442,Hyperdimension Neptunia Re;Birth1 Uzume Battle Entry,Win,0,17.0,17,82,Positive,"17 May, 2019",1595,"1,99€",0.0,0,"1,99€",Strategy,https://store.steampowered.com/app/319012/Hyperdimension_Neptunia_ReBirth1_Uzume_Battle_Entry/?snr=1_7_7_240_150_36,"Strategy, RPG"
3443,Graviteam Tactics: Raid,Win,0,23.0,23,86,Positive,"3 Sep, 2018",1851,"4,99€",0.0,0,"4,99€",Strategy,https://store.steampowered.com/app/905050/Graviteam_Tactics_Raid/?snr=1_7_7_240_150_36,"Strategy, Simulation, RTS"
3444,Braid,"Win, Mac, Linux",1,6255.0,6255,93,Very Positive,"10 Apr, 2009",5284,"14,99€",0.0,0,"14,99€",Puzzle Platformer,https://store.steampowered.com/app/26800/Braid/?snr=1_7_7_240_150_36,"Puzzle Platformer, Puzzle, 2D Platformer"
3445,Kamifuda,Win,0,87.0,87,91,Very Positive,"13 Sep, 2022",380,"10,99€",0.0,0,"10,99€",Card Game,https://store.steampowered.com/app/1937720/Kamifuda/?snr=1_7_7_240_150_36,"Card Game, Story Rich, Visual Novel"
3446,Objects in Space,"Win, Mac, Linux",1,507.0,0,0,,"1 Mar, 2019",1672,"20,99€",0.0,0,"20,99€",Simulation,https://store.steampowered.com/app/824070/Objects_in_Space/?snr=1_7_7_240_150_36,"Simulation, Action, Strategy"
3447,Radio Commander: Squad Management,"Win, Mac, Linux",1,27.0,0,0,,"10 Apr, 2020",1266,"3,99€",0.0,0,"3,99€",Strategy,https://store.steampowered.com/app/1208880/Radio_Commander_Squad_Management/?snr=1_7_7_240_150_36,"Strategy, Indie, Simulation"
3448,Love n War: Warlord by Chance - Sisters of Castus,Win,0,106.0,0,0,,"19 Sep, 2021",739,"1,99€",0.0,0,"1,99€",Casual,https://store.steampowered.com/app/1660900/Love_n_War_Warlord_by_Chance__Sisters_of_Castus/?snr=1_7_7_240_150_36,"Casual, Simulation, Strategy"
3449,Ostalgie: Legacy of Hoxha,"Win, Mac, Linux",1,28.0,28,100,Positive,"15 Nov, 2018",1778,"2,99€",0.0,0,"2,99€",Strategy,https://store.steampowered.com/app/950760/Ostalgie_Legacy_of_Hoxha/?snr=1_7_7_240_150_36,"Strategy, Indie, Simulation"
3450,Auto Mechanic Sim,Win,0,27.0,27,92,Positive,"24 Apr, 2023",157,"0,99€",100.0,1,0,Strategy,https://store.steampowered.com/app/2378190/Auto_Mechanic_Sim/?snr=1_7_7_240_150_36,"Strategy, Casual, Simulation"
3451,Dungeons 3 - Famous Last Words,"Win, Mac, Linux",1,45.0,0,0,,"17 May, 2019",1595,"4,99€",0.0,0,"4,99€",Simulation,https://store.steampowered.com/app/1049940/Dungeons_3__Famous_Last_Words/?snr=1_7_7_240_150_36,"Simulation, Strategy"
3452,Heroes of the Three Kingdoms 3,Win,0,562.0,562,87,Very Positive,"12 Nov, 2020",1050,"1,59€",0.0,0,"1,59€",Strategy,https://store.steampowered.com/app/1437840/Heroes_of_the_Three_Kingdoms_3/?snr=1_7_7_240_150_36,"Strategy, Strategy RPG, Singleplayer"
3453,Dota Underlords,"Win, Mac, Linux",1,90244.0,90244,82,Very Positive,"20 Jun, 2019",1561,0,100.0,1,0,Free to Play,https://store.steampowered.com/app/1046930/Dota_Underlords/?snr=1_7_7_240_150_36,"Free to Play, Strategy, Casual"
3454,Dr. Kobushi's Labyrinthine Laboratory,"Win, Mac, Linux",1,34.0,34,97,Positive,"14 Sep, 2022",379,"9,99€",100.0,1,0,Puzzle,https://store.steampowered.com/app/1829450/Dr_Kobushis_Labyrinthine_Laboratory/?snr=1_7_7_240_150_36,"Puzzle, Strategy, Turn-Based Strategy"
3455,Mordheim: City of the Damned - The Smuggler,Win,0,27.0,27,96,Positive,"4 Feb, 2016",2793,"1,99€",0.0,0,"1,99€",Strategy,https://store.steampowered.com/app/434041/Mordheim_City_of_the_Damned__The_Smuggler/?snr=1_7_7_240_150_36,"Strategy, RPG"
3456,h8machine,Win,0,39.0,39,94,Positive,"4 Aug, 2022",420,"8,19€",0.0,0,"8,19€",Card Battler,https://store.steampowered.com/app/1642010/h8machine/?snr=1_7_7_240_150_36,"Card Battler, Real-Time with Pause, Roguelike Deckbuilder"
3457,One Step From Eden,"Win, Mac, Linux",1,5421.0,5421,94,Very Positive,"26 Mar, 2020",1281,"19,99€",0.0,0,"19,99€",Action Roguelike,https://store.steampowered.com/app/960690/One_Step_From_Eden/?snr=1_7_7_240_150_36,"Action Roguelike, Difficult, Roguelite"
3458,Galactic Civilizations III - Villains of Star Control: Origins DLC,Win,0,12.0,0,0,,"27 Aug, 2019",1493,"6,89€",0.0,0,"6,89€",Strategy,https://store.steampowered.com/app/1104410/Galactic_Civilizations_III__Villains_of_Star_Control_Origins_DLC/?snr=1_7_7_240_150_36,"Strategy, Indie"
3459,Matchsticks - Coffee Break Club,"Win, Mac",1,77.0,77,98,Very Positive,"29 Jul, 2021",791,"1,99€",0.0,0,"1,99€",Strategy,https://store.steampowered.com/app/1614340/Matchsticks__Coffee_Break_Club/?snr=1_7_7_240_150_36,"Strategy, Logic, Indie"
3460,TROUBLESHOOTER: Abandoned Children - White Lion and Black Witch - Digital Art Book,Win,0,26.0,26,100,Positive,"2 Mar, 2022",575,"4,99€",0.0,0,"4,99€",Strategy,https://store.steampowered.com/app/1856370/TROUBLESHOOTER_Abandoned_Children__White_Lion_and_Black_Witch__Digital_Art_Book/?snr=1_7_7_240_150_36,"Strategy, RPG, Indie"
3461,Driftland: The Magic Revival,"Win, Mac",1,1283.0,1283,74,Mostly Positive,"18 Apr, 2019",1624,"16,99€",0.0,0,"16,99€",Strategy,https://store.steampowered.com/app/718650/Driftland_The_Magic_Revival/?snr=1_7_7_240_150_36,"Strategy, Simulation, God Game"
3462,Poker Master,"Win, Mac",1,2373.0,2373,92,Very Positive,"23 Sep, 2020",1100,0,100.0,1,0,Card Battler,https://store.steampowered.com/app/994910/Poker_Master/?snr=1_7_7_240_150_36,"Card Battler, Solitaire, PvP"
3463,Disgaea 4 Complete+,Win,0,565.0,565,92,Very Positive,"10 Sep, 2020",1113,"39,99€",0.0,0,"39,99€",RPG,https://store.steampowered.com/app/1233880/Disgaea_4_Complete/?snr=1_7_7_240_150_36,"RPG, Strategy, Strategy RPG"
3464,Hero of the Kingdom III,"Win, Mac, Linux",1,1036.0,1036,80,Very Positive,"30 Aug, 2018",1855,"9,75€",100.0,1,0,Adventure,https://store.steampowered.com/app/772430/Hero_of_the_Kingdom_III/?snr=1_7_7_240_150_36,"Adventure, RPG, Casual"
3465,Spike Volleyball,Win,0,328.0,0,0,,"5 Feb, 2019",1696,"19,99€",0.0,0,"19,99€",Sports,https://store.steampowered.com/app/738550/Spike_Volleyball/?snr=1_7_7_240_150_36,"Sports, Volleyball, Multiplayer"
3466,Circus Electrique,Win,0,210.0,210,73,Mostly Positive,"6 Sep, 2022",387,"19,99€",0.0,0,"19,99€",Steampunk,https://store.steampowered.com/app/1666250/Circus_Electrique/?snr=1_7_7_240_150_36,"Steampunk, Tactical RPG, RPG"
3467,Circus Electrique,Win,0,210.0,210,73,Mostly Positive,"6 Sep, 2022",387,"19,99€",0.0,0,"19,99€",Steampunk,https://store.steampowered.com/app/1666250/Circus_Electrique/?snr=1_7_7_240_150_37,"Steampunk, Tactical RPG, RPG"
3468,Spike Volleyball,Win,0,328.0,0,0,,"5 Feb, 2019",1696,"19,99€",0.0,0,"19,99€",Sports,https://store.steampowered.com/app/738550/Spike_Volleyball/?snr=1_7_7_240_150_37,"Sports, Volleyball, Multiplayer"
3469,Driftland: The Magic Revival,"Win, Mac",1,1283.0,1283,74,Mostly Positive,"18 Apr, 2019",1624,"16,99€",0.0,0,"16,99€",Strategy,https://store.steampowered.com/app/718650/Driftland_The_Magic_Revival/?snr=1_7_7_240_150_37,"Strategy, Simulation, God Game"
3470,Poker Master,"Win, Mac",1,2373.0,2373,92,Very Positive,"23 Sep, 2020",1100,0,100.0,1,0,Card Battler,https://store.steampowered.com/app/994910/Poker_Master/?snr=1_7_7_240_150_37,"Card Battler, Solitaire, PvP"
3471,Hero of the Kingdom III,"Win, Mac, Linux",1,1036.0,1036,80,Very Positive,"30 Aug, 2018",1855,"9,75€",100.0,1,0,Adventure,https://store.steampowered.com/app/772430/Hero_of_the_Kingdom_III/?snr=1_7_7_240_150_37,"Adventure, RPG, Casual"
3472,Predecessor: Legendary DLC,Win,0,51.0,51,94,Very Positive,"30 Nov, 2022",302,"77,76€",0.0,0,"77,76€",Strategy,https://store.steampowered.com/app/1996731/Predecessor_Legendary_DLC/?snr=1_7_7_240_150_37,"Strategy, Action, Massively Multiplayer"
3473,ConflictCraft,"Win, Mac",1,595.0,595,84,Very Positive,"8 Dec, 2016",2485,"0,99€",0.0,0,"0,99€",Real Time Tactics,https://store.steampowered.com/app/495570/ConflictCraft/?snr=1_7_7_240_150_37,"Real Time Tactics, Racing, War"
3474,Yomawari: Lost in the Dark,Win,0,151.0,151,90,Very Positive,"25 Oct, 2022",338,"39,99€",0.0,0,"39,99€",Adventure,https://store.steampowered.com/app/1998330/Yomawari_Lost_in_the_Dark/?snr=1_7_7_240_150_37,"Adventure, Strategy, Exploration"
3475,Deep Blue Fantasy,"Win, Mac, Linux",1,13.0,13,76,Mostly Positive,"18 Jun, 2023",102,"8,79€",0.0,0,"8,79€",Strategy,https://store.steampowered.com/app/2286830/Deep_Blue_Fantasy/?snr=1_7_7_240_150_37,"Strategy, Turn-Based Strategy, Turn-Based Combat"
3476,CoH 2 - OKW Commander: Elite Armor Doctrine,"Win, Mac, Linux",1,26.0,0,0,,"23 Jul, 2014",3354,"3,99€",100.0,1,0,Strategy,https://store.steampowered.com/app/297513/CoH_2__OKW_Commander_Elite_Armor_Doctrine/?snr=1_7_7_240_150_37,Strategy
3477,Terrorhedron Tower Defense,Win,0,982.0,982,85,Very Positive,"24 Jul, 2014",3353,"0,99€",0.0,0,"0,99€",Tower Defense,https://store.steampowered.com/app/299720/Terrorhedron_Tower_Defense/?snr=1_7_7_240_150_37,"Tower Defense, Indie, Strategy"
3478,Block N Load,Win,0,15318.0,15318,78,Mostly Positive,"30 Apr, 2015",3073,0,100.0,1,0,Free to Play,https://store.steampowered.com/app/299360/Block_N_Load/?snr=1_7_7_240_150_37,"Free to Play, Action, Multiplayer"
3479,NecroCity,Win,0,31.0,0,0,,"5 Apr, 2023",176,"9,75€",0.0,0,"9,75€",Early Access,https://store.steampowered.com/app/1489310/NecroCity/?snr=1_7_7_240_150_37,"Early Access, Strategy, City Builder"
3480,SpellForce 2: Faith in Destiny,Win,0,161.0,0,0,,"19 Jun, 2012",4118,"14,99€",0.0,0,"14,99€",RPG,https://store.steampowered.com/app/65530/SpellForce_2_Faith_in_Destiny/?snr=1_7_7_240_150_37,"RPG, Strategy, Fantasy"
3481,Stardust Defenders,Win,0,22.0,22,90,Positive,"16 Jun, 2023",104,"4,99€",0.0,0,"4,99€",Strategy,https://store.steampowered.com/app/2437080/Stardust_Defenders/?snr=1_7_7_240_150_37,"Strategy, Tower Defense, Action"
3482,SpellForce 2 - Demons of the Past,Win,0,220.0,0,0,,"16 Jan, 2014",3542,"19,99€",0.0,0,"19,99€",RPG,https://store.steampowered.com/app/245050/SpellForce_2__Demons_of_the_Past/?snr=1_7_7_240_150_37,"RPG, Strategy, RTS"
3483,Himeko Sutori,Win,0,185.0,185,72,Mostly Positive,"31 Jan, 2021",970,"15,99€",0.0,0,"15,99€",RPG,https://store.steampowered.com/app/669500/Himeko_Sutori/?snr=1_7_7_240_150_37,"RPG, Indie, Strategy"
3484,Fibbage XL,"Win, Mac, Linux",1,216.0,216,95,Very Positive,"24 Mar, 2016",2744,"9,99€",0.0,0,"9,99€",Strategy,https://store.steampowered.com/app/448080/Fibbage_XL/?snr=1_7_7_240_150_37,"Strategy, Casual, Indie"
3485,Pozzo Jello Crusade,Win,0,14.0,14,100,Positive,"1 Sep, 2016",2583,"2,99€",0.0,0,"2,99€",Casual,https://store.steampowered.com/app/511380/Pozzo_Jello_Crusade/?snr=1_7_7_240_150_37,"Casual, Strategy, Indie"
3486,KARDS - Starter Pack,Win,0,28.0,28,75,Mostly Positive,"21 Dec, 2020",1011,"8,19€",0.0,0,"8,19€",Strategy,https://store.steampowered.com/app/1471390/KARDS__Starter_Pack/?snr=1_7_7_240_150_37,"Strategy, Indie, Casual"
3487,The Deal,Win,0,65.0,65,87,Very Positive,"17 Feb, 2017",2414,"5,99€",0.0,0,"5,99€",Indie,https://store.steampowered.com/app/567340/The_Deal/?snr=1_7_7_240_150_37,"Indie, Adventure, Strategy"
3488,Hyperdimension Neptunia Re;Birth1 - Babysitter's Club,Win,0,16.0,16,100,Positive,"4 Feb, 2019",1697,"1,99€",0.0,0,"1,99€",Strategy,https://store.steampowered.com/app/979131/Hyperdimension_Neptunia_ReBirth1__Babysitters_Club/?snr=1_7_7_240_150_37,"Strategy, RPG"
3489,Dead In Vinland - The Vallhund,"Win, Mac, Linux",1,21.0,21,100,Positive,"19 Sep, 2018",1835,"1,99€",0.0,0,"1,99€",Strategy,https://store.steampowered.com/app/896640/Dead_In_Vinland__The_Vallhund/?snr=1_7_7_240_150_37,"Strategy, Adventure, RPG"
3490,"Warhammer 40,000: Space Wolf - Exceptional Card Pack",Win,0,20.0,20,75,Mostly Positive,"21 Sep, 2017",2198,"6,89€",0.0,0,"6,89€",Action,https://store.steampowered.com/app/710300/Warhammer_40000_Space_Wolf__Exceptional_Card_Pack/?snr=1_7_7_240_150_37,"Action, Strategy, Warhammer 40K"
3491,3on3 FreeStyle: Rebound - Rookie Package,Win,0,18.0,18,83,Positive,"14 Jul, 2020",1171,"1,99€",0.0,0,"1,99€",Strategy,https://store.steampowered.com/app/1316880/3on3_FreeStyle_Rebound__Rookie_Package/?snr=1_7_7_240_150_37,"Strategy, Massively Multiplayer, Casual"
3492,Phoenix Hope,Win,0,117.0,117,77,Mostly Positive,"14 Dec, 2021",653,"11,79€",0.0,0,"11,79€",Simulation,https://store.steampowered.com/app/1465950/Phoenix_Hope/?snr=1_7_7_240_150_37,"Simulation, Strategy, Indie"
3493,Yomawari: Midnight Shadows,Win,0,610.0,610,95,Overwhelmingly Positive,"24 Oct, 2017",2165,"19,99€",0.0,0,"19,99€",Horror,https://store.steampowered.com/app/625980/Yomawari_Midnight_Shadows/?snr=1_7_7_240_150_37,"Horror, Adventure, Strategy"
3494,Tzar: The Burden of the Crown,Win,0,384.0,384,91,Very Positive,"6 Jun, 2019",1575,"4,99€",0.0,0,"4,99€",Strategy,https://store.steampowered.com/app/825730/Tzar_The_Burden_of_the_Crown/?snr=1_7_7_240_150_37,"Strategy, RTS, Classic"
3495,New Yankee 8: Journey of Odysseus,Win,0,11.0,11,81,Positive,"6 May, 2020",1240,"5,69€",0.0,0,"5,69€",Casual,https://store.steampowered.com/app/1281360/New_Yankee_8_Journey_of_Odysseus/?snr=1_7_7_240_150_37,"Casual, Strategy, Adventure"
3496,Blood Bowl 2 - Khemri,"Win, Mac",1,11.0,11,81,Positive,"14 Feb, 2017",2417,"6,99€",0.0,0,"6,99€",Strategy,https://store.steampowered.com/app/571761/Blood_Bowl_2__Khemri/?snr=1_7_7_240_150_37,"Strategy, Sports"
3497,Polaris Sector: Lumens,Win,0,11.0,11,81,Positive,"14 Nov, 2017",2144,"9,75€",0.0,0,"9,75€",Simulation,https://store.steampowered.com/app/620680/Polaris_Sector_Lumens/?snr=1_7_7_240_150_37,"Simulation, Strategy"
3498,Shattered Throne,"Win, Mac, Linux",1,25.0,25,80,Positive,"28 Nov, 2016",2495,"9,99€",0.0,0,"9,99€",Strategy,https://store.steampowered.com/app/469710/Shattered_Throne/?snr=1_7_7_240_150_37,"Strategy, Indie, Turn-Based"
3499,Domino Sky,"Win, Mac",1,316.0,316,81,Very Positive,"5 Apr, 2016",2732,"2,50€",0.0,0,"2,50€",Indie,https://store.steampowered.com/app/457480/Domino_Sky/?snr=1_7_7_240_150_37,"Indie, Casual, Strategy"
3500,1849,"Win, Mac",1,254.0,254,71,Mostly Positive,"8 May, 2014",3430,"14,99€",0.0,0,"14,99€",Strategy,https://store.steampowered.com/app/290970/1849/?snr=1_7_7_240_150_37,"Strategy, Simulation, Indie"
3501,Faeria - Fall of Everlife DLC,"Win, Mac, Linux",1,26.0,26,80,Positive,"18 Jul, 2018",1898,"9,99€",0.0,0,"9,99€",Strategy,https://store.steampowered.com/app/880521/Faeria__Fall_of_Everlife_DLC/?snr=1_7_7_240_150_37,"Strategy, Massively Multiplayer, Indie"
3502,Home Behind 2,"Win, Mac, Linux",1,5925.0,5925,87,Very Positive,"16 Feb, 2022",589,"16,79€",0.0,0,"16,79€",Strategy,https://store.steampowered.com/app/1220010/Home_Behind_2/?snr=1_7_7_240_150_37,"Strategy, RPG, Adventure"
3503,rymdkapsel,"Win, Mac, Linux",1,203.0,203,81,Very Positive,"30 Jan, 2014",3528,"7,79€",0.0,0,"7,79€",Real Time Tactics,https://store.steampowered.com/app/253790/rymdkapsel/?snr=1_7_7_240_150_37,"Real Time Tactics, Puzzle, Tower Defense"
3504,WW2: Bunker Simulator,Win,0,246.0,246,80,Very Positive,"10 Oct, 2022",353,"9,99€",100.0,1,0,Resource Management,https://store.steampowered.com/app/1155870/WW2_Bunker_Simulator/?snr=1_7_7_240_150_37,"Resource Management, FPS, World War II"
3505,aMAZE 2,Win,0,695.0,695,86,Very Positive,"21 Apr, 2017",2351,"1,99€",0.0,0,"1,99€",Puzzle,https://store.steampowered.com/app/628750/aMAZE_2/?snr=1_7_7_240_150_37,"Puzzle, Side Scroller, Difficult"
3506,Showrunner,Win,0,58.0,58,77,Mostly Positive,"17 Jan, 2023",254,"7,99€",0.0,0,"7,99€",Simulation,https://store.steampowered.com/app/2058200/Showrunner/?snr=1_7_7_240_150_37,"Simulation, Strategy, Management"
3507,Omerta - City of Gangsters - The Con Artist DLC,"Win, Mac",1,11.0,11,90,Positive,"8 Mar, 2013",3856,"4,99€",0.0,0,"4,99€",Strategy,https://store.steampowered.com/app/215370/Omerta__City_of_Gangsters__The_Con_Artist_DLC/?snr=1_7_7_240_150_37,"Strategy, Simulation"
3508,Viking Chess: Hnefatafl,"Win, Mac",1,44.0,44,90,Positive,"5 Mar, 2020",1302,"4,99€",0.0,0,"4,99€",Strategy,https://store.steampowered.com/app/1133070/Viking_Chess_Hnefatafl/?snr=1_7_7_240_150_37,"Strategy, Indie, Board Game"
3509,Craft The World - Grottoes,"Win, Mac",1,30.0,30,86,Positive,"23 Oct, 2019",1436,"0,99€",0.0,0,"0,99€",Strategy,https://store.steampowered.com/app/1157310/Craft_The_World__Grottoes/?snr=1_7_7_240_150_37,"Strategy, RPG, Indie"
3510,Bastide,Win,0,280.0,280,72,Mostly Positive,"26 Feb, 2020",1310,"9,99€",0.0,0,"9,99€",Strategy,https://store.steampowered.com/app/1115450/Bastide/?snr=1_7_7_240_150_37,"Strategy, Simulation, Indie"
3511,TROUBLESHOOTER: Abandoned Children - Giselle's Costume Set,Win,0,13.0,13,100,Positive,"21 Feb, 2023",219,"3,99€",0.0,0,"3,99€",Strategy,https://store.steampowered.com/app/2168566/TROUBLESHOOTER_Abandoned_Children__Giselles_Costume_Set/?snr=1_7_7_240_150_37,"Strategy, RPG, Indie"
3512,Aselia the Eternal -The Spirit of Eternity Sword-,Win,0,62.0,62,82,Very Positive,"29 Apr, 2016",2708,"12,49€",0.0,0,"12,49€",RPG,https://store.steampowered.com/app/445420/Aselia_the_Eternal_The_Spirit_of_Eternity_Sword/?snr=1_7_7_240_150_37,"RPG, Visual Novel, Casual"
3513,GoblinAttack / 进击的哥布林,Win,0,42.0,42,92,Positive,"15 Jun, 2020",1200,"4,99€",0.0,0,"4,99€",Strategy,https://store.steampowered.com/app/1331090/GoblinAttack/?snr=1_7_7_240_150_37,"Strategy, Casual, Indie"
3514,Empires in Ruins,Win,0,96.0,96,75,Mostly Positive,"25 Mar, 2021",917,"17,99€",0.0,0,"17,99€",Wargame,https://store.steampowered.com/app/604510/Empires_in_Ruins/?snr=1_7_7_240_150_37,"Wargame, Sandbox, City Builder"
3515,Ultimate General: Gettysburg,"Win, Mac, Linux",1,2304.0,2304,82,Very Positive,"16 Oct, 2014",3269,"14,79€",0.0,0,"14,79€",Strategy,https://store.steampowered.com/app/306660/Ultimate_General_Gettysburg/?snr=1_7_7_240_150_37,"Strategy, Historical, Simulation"
3516,Party Tycoon,Win,0,237.0,0,0,,"19 Oct, 2017",2170,"4,99€",100.0,1,0,Simulation,https://store.steampowered.com/app/513330/Party_Tycoon/?snr=1_7_7_240_150_37,"Simulation, Strategy, Indie"
3517,Incredible Dracula: Chasing Love Collector's Edition,"Win, Mac",1,42.0,42,88,Positive,"27 Jan, 2016",2801,"9,99€",0.0,0,"9,99€",Casual,https://store.steampowered.com/app/435040/Incredible_Dracula_Chasing_Love_Collectors_Edition/?snr=1_7_7_240_150_37,"Casual, Adventure, Strategy"
3518,Dungeon Wizards,Win,0,44.0,44,90,Positive,"4 Feb, 2022",601,"6,99€",0.0,0,"6,99€",Match 3,https://store.steampowered.com/app/1842610/Dungeon_Wizards/?snr=1_7_7_240_150_37,"Match 3, Casual, Roguelite"
3519,The Dungeon Tower,"Win, Mac",1,10.0,10,100,Positive,"11 Sep, 2023",17,"4,99€",0.0,0,"4,99€",RPG,https://store.steampowered.com/app/2490750/The_Dungeon_Tower/?snr=1_7_7_240_150_37,"RPG, Action Roguelike, Roguelike"
3520,Cossacks II: Napoleonic Wars,Win,0,456.0,0,0,,"26 Aug, 2011",4416,"4,99€",0.0,0,"4,99€",Strategy,https://store.steampowered.com/app/115200/Cossacks_II_Napoleonic_Wars/?snr=1_7_7_240_150_37,"Strategy, RTS, Historical"
3521,太吾绘卷 The Scroll Of Taiwu,Win,0,46200.0,0,0,,"20 Sep, 2018",1834,"16,79€",0.0,0,"16,79€",RPG,https://store.steampowered.com/app/838350/_The_Scroll_Of_Taiwu/?snr=1_7_7_240_150_37,"RPG, Martial Arts, Sandbox"
3522,Gods Will Be Watching,"Win, Mac, Linux",1,2083.0,2083,72,Mostly Positive,"24 Jul, 2014",3353,"9,75€",0.0,0,"9,75€",Indie,https://store.steampowered.com/app/274290/Gods_Will_Be_Watching/?snr=1_7_7_240_150_37,"Indie, Pixel Graphics, Point & Click"
3523,Art Of Gravity,"Win, Mac, Linux",1,548.0,548,91,Very Positive,"13 Jun, 2017",2298,"1,99€",0.0,0,"1,99€",Indie,https://store.steampowered.com/app/642560/Art_Of_Gravity/?snr=1_7_7_240_150_37,"Indie, Casual, Puzzle"
3524,Room to Grow,"Win, Mac",1,135.0,135,96,Very Positive,"25 Feb, 2021",945,"8,19€",0.0,0,"8,19€",Puzzle,https://store.steampowered.com/app/1471960/Room_to_Grow/?snr=1_7_7_240_150_37,"Puzzle, Difficult, Indie"
3525,Titan Souls,"Win, Mac",1,6564.0,6564,83,Very Positive,"14 Apr, 2015",3089,"14,79€",0.0,0,"14,79€",Souls-like,https://store.steampowered.com/app/297130/Titan_Souls/?snr=1_7_7_240_150_37,"Souls-like, Pixel Graphics, Difficult"
3526,TROUBLESHOOTER: Abandoned Children - Alisa's Costume Set,Win,0,10.0,10,100,Positive,"6 Apr, 2023",175,"3,99€",0.0,0,"3,99€",Strategy,https://store.steampowered.com/app/2168580/TROUBLESHOOTER_Abandoned_Children__Alisas_Costume_Set/?snr=1_7_7_240_150_37,"Strategy, RPG, Indie"
