,Title,Platforms,Multiplatform,Reviews,Players,Positives,Review_summary,Released,Day_since_release,Price,Discount,On_sale,Final_price,Main_tag,Url,All_tags
624,Rebel Inc: Escalation,"Win, Mac",1,4941.0,4941,83,Very Positive,"13 Oct, 2021",715,"14,79€",0.0,0,"14,79€",Strategy,https://store.steampowered.com/app/1088790/Rebel_Inc_Escalation/?snr=1_7_7_240_150_7,"Strategy, Simulation, Casual"
625,5D Chess With Multiverse Time Travel,"Win, Mac, Linux",1,5897.0,5897,97,Overwhelmingly Positive,"22 Jul, 2020",1163,"9,99€",0.0,0,"9,99€",Survival Horror,https://store.steampowered.com/app/1349230/5D_Chess_With_Multiverse_Time_Travel/?snr=1_7_7_240_150_7,"Survival Horror, Chess, Time Travel"
626,The Last Spell,Win,0,8491.0,8491,91,Very Positive,"9 Mar, 2023",203,"24,99€",0.0,0,"24,99€",Turn-Based,https://store.steampowered.com/app/1105670/The_Last_Spell/?snr=1_7_7_240_150_7,"Turn-Based, 2D, Tactical"
627,Swords and Sandals Immortals,Win,0,788.0,788,87,Very Positive,"9 Mar, 2023",203,"9,75€",100.0,1,0,RPG,https://store.steampowered.com/app/1707650/Swords_and_Sandals_Immortals/?snr=1_7_7_240_150_7,"RPG, Roguelike, Roguelite"
628,Sniper Elite 3,Win,0,18540.0,18540,82,Very Positive,"27 Jun, 2014",3380,"28,99€",0.0,0,"28,99€",Sniper,https://store.steampowered.com/app/238090/Sniper_Elite_3/?snr=1_7_7_240_150_7,"Sniper, Action, Stealth"
629,Space Engineers - Wasteland,Win,0,101.0,101,78,Mostly Positive,"25 Nov, 2020",1037,"3,99€",0.0,0,"3,99€",Strategy,https://store.steampowered.com/app/1374610/Space_Engineers__Wasteland/?snr=1_7_7_240_150_7,"Strategy, Action, Indie"
630,"Northgard - Kernev, Clan of the Stoat","Win, Mac, Linux",1,79.0,0,0,,"24 Aug, 2023",35,"4,49€",0.0,0,"4,49€",Strategy,https://store.steampowered.com/app/2515460/Northgard__Kernev_Clan_of_the_Stoat/?snr=1_7_7_240_150_7,"Strategy, Indie, Simulation"
631,Imperator: Rome - Complete Soundtrack,"Win, Mac, Linux",1,68.0,0,0,,"25 Apr, 2019",1617,"6,99€",0.0,0,"6,99€",Strategy,https://store.steampowered.com/app/1016080/Imperator_Rome__Complete_Soundtrack/?snr=1_7_7_240_150_7,"Strategy, Simulation"
632,Lakeburg Legacies,Win,0,533.0,0,0,,"20 Jul, 2023",70,"22,99€",0.0,0,"22,99€",Management,https://store.steampowered.com/app/1584940/Lakeburg_Legacies/?snr=1_7_7_240_150_7,"Management, Strategy, Medieval"
633,Stellaris: Apocalypse,"Win, Mac, Linux",1,1393.0,0,0,,"22 Feb, 2018",2044,"19,99€",0.0,0,"19,99€",Strategy,https://store.steampowered.com/app/716670/Stellaris_Apocalypse/?snr=1_7_7_240_150_7,"Strategy, Simulation, 4X"
634,Starship Troopers: Terran Command,Win,0,6772.0,6772,88,Very Positive,"16 Jun, 2022",469,"28,99€",0.0,0,"28,99€",Strategy,https://store.steampowered.com/app/1202130/Starship_Troopers_Terran_Command/?snr=1_7_7_240_150_7,"Strategy, RTS, Singleplayer"
635,Kingdom Rush Vengeance - Tower Defense,"Win, Mac",1,6435.0,6435,95,Overwhelmingly Positive,"15 Oct, 2020",1078,"16,79€",0.0,0,"16,79€",Tower Defense,https://store.steampowered.com/app/1367550/Kingdom_Rush_Vengeance__Tower_Defense/?snr=1_7_7_240_150_7,"Tower Defense, Strategy, Singleplayer"
636,Space Engineers - Decorative Pack,Win,0,445.0,445,83,Very Positive,"8 Apr, 2019",1634,"3,99€",0.0,0,"3,99€",Simulation,https://store.steampowered.com/app/1049790/Space_Engineers__Decorative_Pack/?snr=1_7_7_240_150_7,"Simulation, Action, Indie"
637,Totally Accurate Battlegrounds,Win,0,81361.0,81358,88,Very Positive,"5 Jun, 2018",1941,0,100.0,1,0,Multiplayer,https://store.steampowered.com/app/823130/Totally_Accurate_Battlegrounds/?snr=1_7_7_240_150_7,"Multiplayer, Physics, Indie"
638,Franchise Hockey Manager 9,"Win, Mac",1,188.0,188,85,Very Positive,"8 Nov, 2022",324,"19,50€",0.0,0,"19,50€",Sports,https://store.steampowered.com/app/1937470/Franchise_Hockey_Manager_9/?snr=1_7_7_240_150_7,"Sports, Strategy, Simulation"
639,Vectorio,"Win, Mac, Linux",1,120.0,120,93,Very Positive,"18 Aug, 2023",41,"9,75€",0.0,0,"9,75€",Early Access,https://store.steampowered.com/app/2082350/Vectorio/?snr=1_7_7_240_150_7,"Early Access, Base Building, Tower Defense"
640,Arma 3 Creator DLC: Western Sahara,"Win, Mac",1,799.0,799,85,Very Positive,"18 Nov, 2021",679,"6,99€",0.0,0,"6,99€",Simulation,https://store.steampowered.com/app/1681170/Arma_3_Creator_DLC_Western_Sahara/?snr=1_7_7_240_150_7,"Simulation, Action, Strategy"
641,Hello Neighbor,Win,0,9799.0,9799,84,Very Positive,"8 Dec, 2017",2120,"28,99€",0.0,0,"28,99€",Horror,https://store.steampowered.com/app/521890/Hello_Neighbor/?snr=1_7_7_240_150_7,"Horror, Sandbox, Stealth"
642,NEBULOUS: Fleet Command,Win,0,2033.0,2033,91,Very Positive,"11 Feb, 2022",594,"19,99€",0.0,0,"19,99€",Strategy,https://store.steampowered.com/app/887570/NEBULOUS_Fleet_Command/?snr=1_7_7_240_150_7,"Strategy, Simulation, Grand Strategy"
643,Imperator: Rome - Magna Graecia Content Pack,"Win, Mac, Linux",1,153.0,153,84,Very Positive,"31 Mar, 2020",1276,"7,99€",0.0,0,"7,99€",Strategy,https://store.steampowered.com/app/1252870/Imperator_Rome__Magna_Graecia_Content_Pack/?snr=1_7_7_240_150_7,"Strategy, Simulation, Historical"
644,Age of Empires II: Definitive Edition - Lords of the West,Win,0,571.0,571,78,Mostly Positive,"26 Jan, 2021",975,"9,99€",0.0,0,"9,99€",Strategy,https://store.steampowered.com/app/1389240/Age_of_Empires_II_Definitive_Edition__Lords_of_the_West/?snr=1_7_7_240_150_7,"Strategy, RTS, Historical"
645,Total War: WARHAMMER - The Grim and the Grave,"Win, Mac, Linux",1,635.0,635,70,Mostly Positive,"1 Sep, 2016",2583,"8,99€",0.0,0,"8,99€",Strategy,https://store.steampowered.com/app/404013/Total_War_WARHAMMER__The_Grim_and_the_Grave/?snr=1_7_7_240_150_7,"Strategy, Action, Fantasy"
646,Erannorth Chronicles,Win,0,280.0,280,90,Very Positive,"16 Sep, 2021",742,"20,99€",0.0,0,"20,99€",Deckbuilding,https://store.steampowered.com/app/1580800/Erannorth_Chronicles/?snr=1_7_7_240_150_7,"Deckbuilding, RPG, Character Customization"
647,Warhammer The Horus Heresy: Legions,"Win, Mac",1,2441.0,0,0,,"28 Mar, 2019",1645,0,100.0,1,0,Deckbuilding,https://store.steampowered.com/app/1031140/Warhammer_The_Horus_Heresy_Legions/?snr=1_7_7_240_150_7,"Deckbuilding, Card Game, Multiplayer"
648,UnReal World,"Win, Mac, Linux",1,1007.0,1007,93,Very Positive,"26 Feb, 2016",2771,"10,99€",100.0,1,0,Survival,https://store.steampowered.com/app/351700/UnReal_World/?snr=1_7_7_240_150_7,"Survival, Roguelike, RPG"
649,Age of Empires III: Definitive Edition - Mexico Civilization,Win,0,177.0,177,87,Very Positive,"1 Dec, 2021",666,"4,99€",0.0,0,"4,99€",Strategy,https://store.steampowered.com/app/1817370/Age_of_Empires_III_Definitive_Edition__Mexico_Civilization/?snr=1_7_7_240_150_7,Strategy
650,Total War: WARHAMMER II - The Hunter & The Beast,"Win, Mac, Linux",1,1459.0,0,0,,"11 Sep, 2019",1478,"9,99€",0.0,0,"9,99€",Strategy,https://store.steampowered.com/app/1074320/Total_War_WARHAMMER_II__The_Hunter__The_Beast/?snr=1_7_7_240_150_7,"Strategy, Action, Violent"
651,Creeper World 4,Win,0,3390.0,3390,95,Overwhelmingly Positive,"3 Dec, 2020",1029,"20,99€",0.0,0,"20,99€",Tower Defense,https://store.steampowered.com/app/848480/Creeper_World_4/?snr=1_7_7_240_150_7,"Tower Defense, Wargame, Real Time Tactics"
652,Pathfinder: Wrath of the Righteous - Commander Pack,"Win, Mac",1,31.0,31,70,Mostly Positive,"2 Sep, 2021",756,"19,99€",0.0,0,"19,99€",RPG,https://store.steampowered.com/app/1694800/Pathfinder_Wrath_of_the_Righteous__Commander_Pack/?snr=1_7_7_240_150_7,"RPG, Gore, Violent"
653,"Warhammer 40,000: Mechanicus","Win, Mac, Linux",1,8917.0,8917,92,Very Positive,"15 Nov, 2018",1778,"28,99€",0.0,0,"28,99€",Warhammer 40K,https://store.steampowered.com/app/673880/Warhammer_40000_Mechanicus/?snr=1_7_7_240_150_7,"Warhammer 40K, Strategy, Turn-Based Tactics"
654,Victoria II,Win,0,14644.0,14644,92,Very Positive,"30 Aug, 2010",4777,"19,99€",0.0,0,"19,99€",Grand Strategy,https://store.steampowered.com/app/42960/Victoria_II/?snr=1_7_7_240_150_7,"Grand Strategy, Strategy, Historical"
655,Hero's Adventure:Road to Passion,Win,0,8020.0,8020,84,Very Positive,"7 Mar, 2023",205,"17,49€",100.0,1,0,RPG,https://store.steampowered.com/app/1948980/Heros_AdventureRoad_to_Passion/?snr=1_7_7_240_150_7,"RPG, Open World, Martial Arts"
656,Battle Brothers - Blazing Deserts,Win,0,264.0,264,84,Very Positive,"13 Aug, 2020",1141,"14,99€",0.0,0,"14,99€",Strategy,https://store.steampowered.com/app/1361280/Battle_Brothers__Blazing_Deserts/?snr=1_7_7_240_150_7,"Strategy, RPG, Indie"
657,Railbound,"Win, Mac",1,984.0,984,96,Overwhelmingly Positive,"6 Sep, 2022",387,"12,79€",0.0,0,"12,79€",Wholesome,https://store.steampowered.com/app/1967510/Railbound/?snr=1_7_7_240_150_7,"Wholesome, Trains, Puzzle"
658,We Need To Cook - Drug Empire Simulator,Win,0,40.0,0,0,,"23 Aug, 2023",36,"4,99€",100.0,1,0,Action,https://store.steampowered.com/app/2491770/We_Need_To_Cook__Drug_Empire_Simulator/?snr=1_7_7_240_150_7,"Action, Adventure, Simulation"
659,Sid Meier's Civilization® VI: Australia Civilization & Scenario Pack,"Win, Mac, Linux",1,775.0,0,0,,"23 Feb, 2017",2408,"167,91€",53.0,1,"78,92€",Strategy,https://store.steampowered.com/app/512034/Sid_Meiers_Civilization_VI_Australia_Civilization__Scenario_Pack/?snr=1_7_7_240_150_7,Strategy
660,Total War: WARHAMMER II - The Queen & The Crone,"Win, Mac, Linux",1,662.0,662,72,Mostly Positive,"31 May, 2018",1946,"9,99€",0.0,0,"9,99€",Strategy,https://store.steampowered.com/app/779880/Total_War_WARHAMMER_II__The_Queen__The_Crone/?snr=1_7_7_240_150_7,"Strategy, Action, Fantasy"
661,The Jackbox Party Pack 8,"Win, Mac, Linux",1,954.0,954,90,Very Positive,"13 Oct, 2021",715,"29,99€",0.0,0,"29,99€",Party Game,https://store.steampowered.com/app/1552350/The_Jackbox_Party_Pack_8/?snr=1_7_7_240_150_7,"Party Game, Comedy, Family Friendly"
662,Orb of Creation,Win,0,928.0,928,93,Very Positive,"31 Mar, 2022",546,"3,99€",0.0,0,"3,99€",Casual,https://store.steampowered.com/app/1910680/Orb_of_Creation/?snr=1_7_7_240_150_7,"Casual, Magic, Strategy"
663,Age of History II,Win,0,33815.0,33815,88,Very Positive,"21 Nov, 2018",1772,"4,99€",0.0,0,"4,99€",Strategy,https://store.steampowered.com/app/603850/Age_of_History_II/?snr=1_7_7_240_150_7,"Strategy, Historical, War"
664,Landnama,"Win, Mac, Linux",1,245.0,0,0,,"30 Jul, 2023",60,"13,99€",0.0,0,"13,99€",Roguelite,https://store.steampowered.com/app/2339040/Landnama/?snr=1_7_7_240_150_7,"Roguelite, Survival, City Builder"
665,Bloons TD Battles - Club Starter Pack,"Win, Mac",1,86.0,86,89,Very Positive,"26 May, 2016",2681,"12,49€",0.0,0,"12,49€",Strategy,https://store.steampowered.com/app/472350/Bloons_TD_Battles__Club_Starter_Pack/?snr=1_7_7_240_150_7,"Strategy, Action, Free to Play"
666,I Expect You To Die,Win,0,1866.0,1866,95,Overwhelmingly Positive,"25 Apr, 2017",2347,"20,99€",0.0,0,"20,99€",VR,https://store.steampowered.com/app/587430/I_Expect_You_To_Die/?snr=1_7_7_240_150_7,"VR, Puzzle, Strategy"
667,[NA/EU] Black Desert - Explorer to Conqueror,Win,0,24.0,24,75,Mostly Positive,"2 Mar, 2022",575,"49,99€",0.0,0,"49,99€",Strategy,https://store.steampowered.com/app/1914121/NAEU_Black_Desert__Explorer_to_Conqueror/?snr=1_7_7_240_150_7,"Strategy, Action, Adventure"
668,Darkest Dungeon®: The Shieldbreaker,"Win, Mac, Linux",1,471.0,471,79,Mostly Positive,"26 Oct, 2017",2163,"3,99€",0.0,0,"3,99€",Indie,https://store.steampowered.com/app/702540/Darkest_Dungeon_The_Shieldbreaker/?snr=1_7_7_240_150_7,"Indie, Strategy, RPG"
669,Space Engineers - Sparks of the Future,Win,0,162.0,162,82,Very Positive,"24 Jun, 2020",1191,"3,99€",0.0,0,"3,99€",Simulation,https://store.steampowered.com/app/1307680/Space_Engineers__Sparks_of_the_Future/?snr=1_7_7_240_150_7,"Simulation, Action, Indie"
670,Shovel Knight Pocket Dungeon,"Win, Mac",1,335.0,335,90,Very Positive,"13 Dec, 2021",654,"19,99€",0.0,0,"19,99€",Adventure,https://store.steampowered.com/app/1184760/Shovel_Knight_Pocket_Dungeon/?snr=1_7_7_240_150_7,"Adventure, Action, Dungeon Crawler"
671,Griftlands,"Win, Mac, Linux",1,12235.0,12235,94,Very Positive,"1 Jun, 2021",849,"16,79€",0.0,0,"16,79€",Card Battler,https://store.steampowered.com/app/601840/Griftlands/?snr=1_7_7_240_150_7,"Card Battler, Roguelite, Deckbuilding"
672,Space Engineers - Frostbite,Win,0,234.0,0,0,,"19 Mar, 2020",1288,"3,99€",0.0,0,"3,99€",Action,https://store.steampowered.com/app/1241550/Space_Engineers__Frostbite/?snr=1_7_7_240_150_7,"Action, Simulation, Strategy"
673,Moonbreaker,"Win, Mac",1,1018.0,1018,87,Very Positive,"29 Sep, 2022",364,"29,99€",0.0,0,"29,99€",Early Access,https://store.steampowered.com/app/845890/Moonbreaker/?snr=1_7_7_240_150_7,"Early Access, Strategy, Turn-Based Strategy"
674,Firefighting Simulator - The Squad,Win,0,3600.0,3600,82,Very Positive,"17 Nov, 2020",1045,"22,99€",0.0,0,"22,99€",Simulation,https://store.steampowered.com/app/420560/Firefighting_Simulator__The_Squad/?snr=1_7_7_240_150_7,"Simulation, Multiplayer, Action"
675,Railroads & Catacombs,Win,0,153.0,153,76,Mostly Positive,"14 Sep, 2023",14,"16,49€",0.0,0,"16,49€",Early Access,https://store.steampowered.com/app/1156060/Railroads__Catacombs/?snr=1_7_7_240_150_7,"Early Access, Roguelike Deckbuilder, Turn-Based Tactics"
676,The Jackbox Party Pack 4,"Win, Mac, Linux",1,2072.0,2072,94,Very Positive,"18 Oct, 2017",2171,"24,99€",0.0,0,"24,99€",Casual,https://store.steampowered.com/app/610180/The_Jackbox_Party_Pack_4/?snr=1_7_7_240_150_7,"Casual, Trivia, Local Multiplayer"
677,Black Squad,Win,0,80453.0,80453,76,Mostly Positive,"26 Jun, 2019",1555,0,100.0,1,0,Free to Play,https://store.steampowered.com/app/550650/Black_Squad/?snr=1_7_7_240_150_7,"Free to Play, FPS, Shooter"
678,Fallout Tactics: Brotherhood of Steel,Win,0,1755.0,1755,79,Mostly Positive,"19 Aug, 2009",5153,"9,99€",0.0,0,"9,99€",Post-apocalyptic,https://store.steampowered.com/app/38420/Fallout_Tactics_Brotherhood_of_Steel/?snr=1_7_7_240_150_7,"Post-apocalyptic, RPG, Strategy"
679,Free Company VR,Win,0,32.0,0,0,,"8 Jan, 2020",1359,"16,79€",0.0,0,"16,79€",Action,https://store.steampowered.com/app/1051850/Free_Company_VR/?snr=1_7_7_240_150_7,"Action, Indie, Adventure"
680,Crop Rotation,"Win, Mac, Linux",1,115.0,115,96,Very Positive,"15 Sep, 2023",13,"9,75€",0.0,0,"9,75€",Singleplayer,https://store.steampowered.com/app/2348090/Crop_Rotation/?snr=1_7_7_240_150_7,"Singleplayer, Card Game, Deckbuilding"
681,WGT Golf,"Win, Mac",1,2287.0,0,0,,"13 Apr, 2020",1263,0,100.0,1,0,Free to Play,https://store.steampowered.com/app/1182020/WGT_Golf/?snr=1_7_7_240_150_7,"Free to Play, Sports, Simulation"
682,Jurassic World Evolution 2: Late Cretaceous Pack,Win,0,59.0,59,91,Very Positive,"15 Sep, 2022",378,"7,99€",100.0,1,0,Strategy,https://store.steampowered.com/app/2106800/Jurassic_World_Evolution_2_Late_Cretaceous_Pack/?snr=1_7_7_240_150_7,"Strategy, Simulation, Dinosaurs"
683,Planet Zoo: Africa Pack,Win,0,126.0,126,90,Very Positive,"22 Jun, 2021",828,"9,99€",0.0,0,"9,99€",Simulation,https://store.steampowered.com/app/1647620/Planet_Zoo_Africa_Pack/?snr=1_7_7_240_150_7,"Simulation, Strategy, Casual"
684,Phoenix Point,"Win, Mac",1,3851.0,3851,72,Mostly Positive,"3 Dec, 2020",1029,"23,99€",0.0,0,"23,99€",Tactical,https://store.steampowered.com/app/839770/Phoenix_Point/?snr=1_7_7_240_150_7,"Tactical, Turn-Based Strategy, Grand Strategy"
685,Space Engineers - Decorative Pack #2,Win,0,186.0,186,75,Mostly Positive,"24 Oct, 2019",1435,"3,99€",0.0,0,"3,99€",Indie,https://store.steampowered.com/app/1167910/Space_Engineers__Decorative_Pack_2/?snr=1_7_7_240_150_7,"Indie, Simulation, Strategy"
686,Northgard - Cross of Vidar Expansion Pack,"Win, Mac, Linux",1,360.0,0,0,,"13 Dec, 2022",289,"14,99€",0.0,0,"14,99€",Strategy,https://store.steampowered.com/app/2228200/Northgard__Cross_of_Vidar_Expansion_Pack/?snr=1_7_7_240_150_7,"Strategy, Simulation, Indie"
687,HUMANKIND™ - Cultures of Latin America Pack,"Win, Mac",1,37.0,37,81,Positive,"9 Jun, 2022",476,"8,99€",0.0,0,"8,99€",Strategy,https://store.steampowered.com/app/1819410/HUMANKIND__Cultures_of_Latin_America_Pack/?snr=1_7_7_240_150_7,Strategy
688,Frostpunk: On The Edge,"Win, Mac",1,1147.0,0,0,,"20 Aug, 2020",1134,"12,99€",0.0,0,"12,99€",Strategy,https://store.steampowered.com/app/1147010/Frostpunk_On_The_Edge/?snr=1_7_7_240_150_7,"Strategy, Simulation, City Builder"
689,X4: Tides of Avarice,"Win, Linux",1,227.0,227,75,Mostly Positive,"14 Mar, 2022",563,"14,99€",0.0,0,"14,99€",Action,https://store.steampowered.com/app/1701060/X4_Tides_of_Avarice/?snr=1_7_7_240_150_7,"Action, Simulation, Space"
690,Ostriv,Win,0,3783.0,3783,93,Very Positive,"19 Mar, 2020",1288,"20,99€",0.0,0,"20,99€",Simulation,https://store.steampowered.com/app/773790/Ostriv/?snr=1_7_7_240_150_7,"Simulation, City Builder, Management"
691,Evil Genius 2: World Domination,Win,0,9141.0,0,0,,"30 Mar, 2021",912,"39,99€",0.0,0,"39,99€",Strategy,https://store.steampowered.com/app/700600/Evil_Genius_2_World_Domination/?snr=1_7_7_240_150_8,"Strategy, Base Building, Villain Protagonist"
692,Hell Let Loose - False Front,Win,0,97.0,97,96,Very Positive,"7 Dec, 2021",660,"4,99€",0.0,0,"4,99€",Simulation,https://store.steampowered.com/app/1793010/Hell_Let_Loose__False_Front/?snr=1_7_7_240_150_8,"Simulation, Strategy, Action"
693,Cities: Skylines - Content Creator Pack: Train Stations,"Win, Mac, Linux",1,288.0,0,0,,"21 May, 2021",860,"4,99€",0.0,0,"4,99€",Strategy,https://store.steampowered.com/app/1531470/Cities_Skylines__Content_Creator_Pack_Train_Stations/?snr=1_7_7_240_150_8,"Strategy, Simulation"
694,Stellaris: Synthetic Dawn Story Pack,"Win, Mac, Linux",1,756.0,756,72,Mostly Positive,"21 Sep, 2017",2198,"9,99€",0.0,0,"9,99€",Strategy,https://store.steampowered.com/app/642750/Stellaris_Synthetic_Dawn_Story_Pack/?snr=1_7_7_240_150_8,"Strategy, Simulation, 4X"
695,Shogun Showdown,"Win, Mac, Linux",1,840.0,840,96,Overwhelmingly Positive,"27 Jun, 2023",93,"9,99€",0.0,0,"9,99€",Indie,https://store.steampowered.com/app/2084000/Shogun_Showdown/?snr=1_7_7_240_150_8,"Indie, Strategy, Turn-Based Strategy"
696,Stellaris: Distant Stars Story Pack,"Win, Mac, Linux",1,494.0,0,0,,"22 May, 2018",1955,"9,99€",0.0,0,"9,99€",Strategy,https://store.steampowered.com/app/844810/Stellaris_Distant_Stars_Story_Pack/?snr=1_7_7_240_150_8,"Strategy, Space, Sci-fi"
697,The Elder Scrolls®: Legends™,"Win, Mac",1,10388.0,10388,74,Mostly Positive,"31 May, 2017",2311,0,100.0,1,0,Free to Play,https://store.steampowered.com/app/364470/The_Elder_Scrolls_Legends/?snr=1_7_7_240_150_8,"Free to Play, Card Game, Trading Card Game"
698,Across The Obelisk: The Wolf Wars,"Win, Mac, Linux",1,289.0,0,0,,"30 Mar, 2023",182,"9,75€",0.0,0,"9,75€",Strategy,https://store.steampowered.com/app/2325780/Across_The_Obelisk_The_Wolf_Wars/?snr=1_7_7_240_150_8,"Strategy, Adventure, RPG"
699,Airships: Conquer the Skies,"Win, Mac, Linux",1,4819.0,4819,95,Overwhelmingly Positive,"16 Aug, 2018",1869,"24,50€",0.0,0,"24,50€",Grand Strategy,https://store.steampowered.com/app/342560/Airships_Conquer_the_Skies/?snr=1_7_7_240_150_8,"Grand Strategy, PvP, Wargame"
700,Expansion - Hearts of Iron IV: Together for Victory,"Win, Mac, Linux",1,1333.0,0,0,,"15 Dec, 2016",2478,"14,99€",0.0,0,"14,99€",Strategy,https://store.steampowered.com/app/530760/Expansion__Hearts_of_Iron_IV_Together_for_Victory/?snr=1_7_7_240_150_8,"Strategy, Simulation, World War II"
701,Jagged Alliance 1: Gold Edition,"Win, Mac, Linux",1,133.0,133,94,Very Positive,"23 Apr, 2014",3445,"9,99€",100.0,1,0,Strategy,https://store.steampowered.com/app/283270/Jagged_Alliance_1_Gold_Edition/?snr=1_7_7_240_150_8,"Strategy, RPG, Classic"
702,FTL: Faster Than Light,"Win, Mac, Linux",1,54308.0,54308,95,Overwhelmingly Positive,"14 Sep, 2012",4031,"9,99€",0.0,0,"9,99€",Roguelike,https://store.steampowered.com/app/212680/FTL_Faster_Than_Light/?snr=1_7_7_240_150_8,"Roguelike, Space, Strategy"
703,Bridge Constructor Portal,"Win, Mac, Linux",1,4590.0,4590,91,Very Positive,"20 Dec, 2017",2108,"9,99€",0.0,0,"9,99€",Puzzle,https://store.steampowered.com/app/684410/Bridge_Constructor_Portal/?snr=1_7_7_240_150_8,"Puzzle, Strategy, Simulation"
704,Game Dev Tycoon,"Win, Mac, Linux",1,36448.0,36448,95,Overwhelmingly Positive,"29 Aug, 2013",3682,"9,99€",0.0,0,"9,99€",Management,https://store.steampowered.com/app/239820/Game_Dev_Tycoon/?snr=1_7_7_240_150_8,"Management, Simulation, Indie"
705,Espresso Tycoon,Win,0,431.0,431,88,Very Positive,"7 Jun, 2023",113,"19,50€",0.0,0,"19,50€",Casual,https://store.steampowered.com/app/1543280/Espresso_Tycoon/?snr=1_7_7_240_150_8,"Casual, Simulation, Building"
706,Combat Mission Shock Force 2,Win,0,507.0,507,82,Very Positive,"31 Aug, 2020",1123,"58,99€",0.0,0,"58,99€",Simulation,https://store.steampowered.com/app/1369370/Combat_Mission_Shock_Force_2/?snr=1_7_7_240_150_8,"Simulation, Strategy, RTS"
707,Master of Orion,"Win, Mac, Linux",1,6561.0,6561,75,Mostly Positive,"25 Aug, 2016",2590,"20,99€",0.0,0,"20,99€",Strategy,https://store.steampowered.com/app/298050/Master_of_Orion/?snr=1_7_7_240_150_8,"Strategy, 4X, Space"
